"Date","Team","Acquired","Relinquished","Notes","page_url"
"2015-07-09","Spurs","• rights to Giorgos Printezis• 2017 second round pick (protected top 55) (not exercised)","• Tiago Splitter","trade with Hawks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Suns","• 2020 second round pick (?-?)","• Marcus Morris• Reggie Bullock• Danny Granger","trade with Pistons","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Suns","• Tyson Chandler","","signed unrestricted free agent to a 4-year, $52M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Wizards","• Gary Neal","","signed unrestricted free agent to a 1-year, $2.1M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Wizards","• Jared Dudley","• 2020 second round pick (protected top 55; modified in subsequent trade to protected top 45 in 2020, else unprotected in 2022) (?-?)","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Knicks","• Kyle O'Quinn• Magic option to swap 2019 second round picks with Knicks (?-?)","• Magic option to swap 2019 second round picks with Knicks (?-?)• cash considerations","trade with Magic","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-09","Lakers","• Roy Hibbert","• 2019 second round pick (?-?)","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-09","Magic","• Magic option to swap 2019 second round picks with Knicks (?-?)• cash considerations","• Kyle O'Quinn• Magic option to swap 2019 second round picks with Knicks (?-?)","trade with Knicks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-09","Pacers","• 2019 second round pick (?-?)","• Roy Hibbert","trade with Lakers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-10","Cavaliers","• Maurice Williams / Mo Williams","","signed unrestricted free agent to a 2-year, $4.3M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-10","Clippers","• Paul Pierce","","signed unrestricted free agent to a 3-year, $10M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-10","Heat","• Amare Stoudemire / Amar'e Stoudemire","","signed unrestricted free agent to a 1-year, $1.5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-11","Blazers","• Luis Montero","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-11","Nets","","• Deron Williams","waived (reached contract buyout agreement)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-11","Pacers","• Chase Budinger","• Damjan Rudez","trade with Timberwoves","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-11","Timberwolves","• Damjan Rudez","• Chase Budinger","trade with Pacers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7000"
"2015-07-12","Bulls","• Cristiano Felicio","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-12","Nets","• Andrea Bargnani","","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-12","Nuggets","","• Jamaal Franklin","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-12","Pistons","• Aron Baynes","","signed unrestricted free agent to a 3-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-12","Wizards","• Alan Anderson","","signed unrestricted free agent to a 1-year, $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Blazers","• Maurice Harkless / Moe Harkless","• 2020 second round pick (protected top 55) (?-?)","trade with Magic","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Clippers","• Cole Aldrich","","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option (date 07-12 per R, 07-13 per P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Kings","• Kosta Koufos","","signed unrestricted free agent to a 4-year, $33M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Kings","• Marco Belinelli","","signed unrestricted free agent to a 3-year, $19M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Kings","• Rajon Rondo","","signed unrestricted free agent to a 1-year, $10M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Magic","• 2020 second round pick (protected top 55) (?-?)","• Maurice Harkless / Moe Harkless","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Nets","","• Cory Jefferson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Nets","• Quincy Miller","• Steve Blake","trade with Pistons","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Pistons","• Steve Blake","• Quincy Miller","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-13","Raptors","• Luis Scola","","signed unrestricted free agent to a 1-year, $3M contract (CBC SN)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-14","76ers","• Pierre Jackson","","signed free agent to a 4-year contract (last 3 years are team options)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7025"
"2015-07-14","Celtics","• Perry Jones III• 2019 second round pick (?-?)• cash","• 2018 second round pick (protected top 55) (#57-Kevin Hervey)","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Hornets","• Aaron Harrison","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Kings","• Luc Richard Mbah a Moute / Luc Mbah a Moute","","signed unrestricted free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Magic","• Jason Smith","","signed unrestricted free agent to a 1-year.$4.5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Mavericks","• Deron Williams","","signed free agent to a 2-year, $10M contract (second year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Pacers","• Jordan Hill","","signed unrestricted free agent to a 1-year, $5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Pacers","• Monta Ellis","","signed unrestricted free agent to a 4-year, $44M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-14","Thunder","• 2018 second round pick (protected top 55) (#57-Kevin Hervey)","• Perry Jones III• 2019 second round pick (?-?)• cash","trade with Celtics","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-15","Celtics","","• Phil Pressey","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-15","Clippers","","• Lester Hudson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-16","Clippers","• Josh Smith","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7050"
"2015-07-16","Kings","• James Anderson","","signed free agent (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-16","Pelicans","• Alonzo Gee","","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-16","Spurs","• David West","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-16","Suns","","• Jerel McNeal","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-16","Suns","• Mirza Teletovic","","signed unrestricted free agent to a 1-year, $5.5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-16","Suns","• Ronnie Price","","signed unrestricted free agent to a 1-year minimum contract (P) / 2-year contract (SN)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-16","Suns","• Sonny Weems","","signed unrestricted free agent to a 2-year, $5.8M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-17","Nets","• Andrea Bargnani","","signed unrestricted free agent to a 1-year minimum contract with a 1-year player option (CBC CBS)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-17","Spurs","• Boban Marjanovic","","signed free agent to a 1-year, $2M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-18","76ers","• Scottie Wilbekin","","signed free agent to a 4-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-18","Raptors","• Bismack Biyombo","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-20","Nuggets","• Nick Johnson• Kostas Papanikolaou• Pablo Prigioni• Joey Dorsey• 2016 first round pick (protected top 14 in 2016, else 2017 second round pick, cash) (#15-Juancho Hernangomez / Juan Hernangomez)• cash considerations","• Ty Lawson• 2017 second round pick (#43-Isaiah Hartenstein)","trade with Rockets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
"2015-07-20","Rockets","• Ty Lawson• 2017 second round pick (#43-Isaiah Hartenstein)","• Nick Johnson• Kostas Papanikolaou• Pablo Prigioni• Joey Dorsey• 2016 first round pick (protected top 14 in 2016, else 2017 second round pick, cash) (#15-Juancho Hernangomez / Juan Hernangomez)• cash considerations","trade with Nuggets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=7075"
