"Date","Team","Acquired","Relinquished","Notes","page_url"
"2015-03-31","Lakers","","• Jabari Brown","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6525"
"2015-03-31","Suns","","• A.J. Price","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-01","Suns","• Jerel McNeal","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-01","Lakers","","• Steve Nash","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-02","Kings","","• David Wear","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-02","Kings","• Sim Bhullar","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-02","Lakers","• Dwight Buycks","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-06","Celtics","","• Shavlik Randolph","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-06","Celtics","• Chris Babb","","signed free agent to a multi-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-07","Timberwolves","• Arinze Onuaku","","signed free agent for the remainder of the season / to a 10-day contract (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-08","Clippers","","• Lester Hudson","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-10","Nuggets","","• Shavlik Randolph","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-11","Clippers","• Lester Hudson","","signed free agent to a multi-year contract / for the remainder of the season (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-12","Kings","","• Sim Bhullar","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-12","Kings","• David Stockton","","signed free agent to a multi-year contract through 2015-16","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-12","Nuggets","• Jamaal Franklin","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-13","Lakers","","• Dwight Buycks","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-04-13","Lakers","• Vander Blue","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6550"
"2015-06-11","Bucks","• Caron Butler• Shawne Williams","• Ersan Ilyasova","trade with Pistons","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6575"
"2015-06-11","Pistons","• Ersan Ilyasova","• Caron Butler• Shawne Williams","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6575"
"2015-06-15","Clippers","• Lance Stephenson","• Spencer Hawes• Matt Barnes","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6575"
"2015-06-15","Hornets","• Spencer Hawes• Matt Barnes","• Lance Stephenson","trade with Clippers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6575"
"2015-06-24","Blazers","• Gerald Henderson (b)• Noah Vonleh","• Nicolas Batum","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6600"
"2015-06-24","Grizzlies","• Luke Ridnour","• rights to Janis Timma","trade with Magic","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6600"
"2015-06-24","Hornets","• Nicolas Batum","• Gerald Henderson (b)• Noah Vonleh","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6600"
"2015-06-24","Magic","• rights to Janis Timma","• Luke Ridnour","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6625"
"2015-06-25","76ers","• 2020 second round pick (?-?)• 2021 second round pick (?-?)• cash","• rights to Guillermo Hernangomez / Willy Hernangomez","trade with Knicks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6625"
"2015-06-25","Knicks","• rights to Guillermo Hernangomez / Willy Hernangomez","• 2020 second round pick (?-?)• 2021 second round pick (?-?)• cash","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6650"
"2015-06-25","Grizzlies","• Matt Barnes","• Luke Ridnour","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6675"
"2015-06-25","Hornets","• Luke Ridnour","• Matt Barnes","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6675"
"2015-06-25","Hornets","• Jeremy Lamb","• Luke Ridnour• second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie)","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6675"
"2015-06-25","Thunder","• Luke Ridnour• second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie)","• Jeremy Lamb","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6675"
"2015-06-25","Blazers","• Mason Plumlee• rights to Pat Connaughton","• Steve Blake• rights to Rondae Hollis-Jefferson","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Blazers","• rights to Daniel Diez","• cash considerations","trade with Jazz","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Bucks","• Greivis Vasquez","• rights to Norman Powell• first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","trade with Raptors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Cavaliers","• rights to Cedi Osman• rights to Rakeem Christmas• 2019 second round pick (?-?)","• rights to Tyus Jones","trade with Timberwolves","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Clippers","• rights to Branden Dawson","• cash considerations","trade with Pelicans","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Grizzlies","• rights to Andrew Harrison","• Jon Leuer","trade with Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Hawks","• Tim Hardaway Jr.• 2016 second round pick (from Wizards) (#44-Isaia Cordinier)• 2019 second round pick (from Wizards) (?-?)","• rights to Kelly Oubre Jr.","3-team trade with Knicks, Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Hornets","• 2018 second round pick (less favorable of Cavaliers, Nets) (#55-Arnoldas Kulboka)• 2019 second round pick (?-?)• cash considerations","• rights to Juan Vaulet / Juan Pablo Vaulet","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Jazz","• cash considerations","• rights to Daniel Diez","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Knicks","• rights to Jerian Grant","• Tim Hardaway Jr.","3-team trade with Hawks, Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Nets","• rights to Juan Vaulet / Juan Pablo Vaulet","• 2018 second round pick (less favorable of Cavaliers, Nets) (#55-Arnoldas Kulboka)• 2019 second round pick (?-?)• cash considerations","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Nets","• Steve Blake• rights to Rondae Hollis-Jefferson","• Mason Plumlee• rights to Pat Connaughton","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Pelicans","• cash considerations","• rights to Branden Dawson","trade with Clippers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Raptors","• rights to Norman Powell• first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","• Greivis Vasquez","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Suns","• Jon Leuer","• rights to Andrew Harrison","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Timberwolves","• rights to Tyus Jones","• rights to Cedi Osman• rights to Rakeem Christmas• 2019 second round pick (?-?)","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-25","Wizards","• rights to Kelly Oubre Jr.","• rights to Jerian Grant• 2016 second round pick (#44-Isaia Cordinier)• 2019 second round pick (?-?)","3-team trade with Hawks, Knicks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-26","76ers","• T.J. McConnell","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6700"
"2015-06-26","Rockets","• Christian Wood","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6725"
"2015-06-27","Nets","• Ryan Boatright","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6725"
"2015-06-29","Magic","","• Ben Gordon","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6725"
"2015-06-29","Nets","","• Darius Morris","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6725"
"2015-06-30","Bucks","","• Caron Butler","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6750"
"2015-06-30","Bucks","","• Shawne Williams","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6750"
"2015-06-30","Raptors","• Luke Ridnour• cash","• rights to Tomislav Zubcic• trade exception","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6750"
"2015-06-30","Thunder","• rights to Tomislav Zubcic• trade exception","• Luke Ridnour• cash","trade with Raptors","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6775"
"2015-07-01","Thunder","• Michael Qualls","","signed free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6875"
"2015-07-02","Kings","• James Anderson","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6900"
"2015-07-08","Raptors","","• Luke Ridnour","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","76ers","• Nik Stauskas• Jason Thompson• Carl Landry• 76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30, else extinguished) (not exercised)• 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#3-Jayson Tatum)• first round pick (at least 2 years after Kings convey first round pick to Cavaliers from earlier trade, protected top 10 in 2018, unprotected in 2019) (?-?)","• rights to Arturas Gudaitis• rights to Luka Mitrovic• 76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30) (not exercised)• 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#5-De'Aaron Fox)","trade with Kings","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Blazers","• Al-Farouq Aminu","","signed unrestricted free agent to a 4-year, $30M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Blazers","• Ed Davis (a)","","signed unrestricted free agent to a 3-year, $20M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Bucks","• 2018 second round pick (protected top 55) (not exercised)","• Zaur Pachulia / Zaza Pachulia","trade with Mavericks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Bucks","• 2020 second round pick (protected top 55; modified in subsequent trade to protected top 45 in 2020, else unprotected in 2022) (?-?)","• Jared Dudley","trade with Wizards","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Bucks","• Greg Monroe","","signed unrestricted free agent to a 3-year, $50M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Celtics","• Amir Johnson","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Clippers","• Wesley Johnson / Wes Johnson","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Grizzlies","• Brandan Wright","","signed unrestricted free agent to a reported 3-year, $18M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6925"
"2015-07-09","Hawks","","• Austin Daye","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Hawks","• Justin Holiday","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Hawks","• Paul Millsap","","signed unrestricted free agent to a 3-year, $58.9M contract (third year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Hawks","• Tiago Splitter","• rights to Giorgos Printezis• 2017 second round pick (protected top 55) (not exercised)","trade with Spurs","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Heat","• Gerald Green (b)","","signed unrestricted free agent to a 1-year, $1.3M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Hornets","• Jeremy Lin","","signed unrestricted free agent to a 2-year, reported $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Kings","• 2016 second round pick (#59-Isaiah Cousins)","• Ray McCallum Jr.","trade with Spurs","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Kings","• rights to Arturas Gudaitis• rights to Luka Mitrovic• 76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30) (not exercised)• 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#5-De'Aaron Fox)","• Nik Stauskas• Jason Thompson• Carl Landry• 76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30, else extinguished) (not exercised)• 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#3-Jayson Tatum)• first round pick (at least 2 years after Kings convey first round pick to Cavaliers from earlier trade, protected top 10 in 2018, unprotected in 2019) (?-?)","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Knicks","• Arron Afflalo","","signed unrestricted free agent to a 2-year, $16M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Knicks","• Derrick Williams","","signed unrestricted free agent to a 2-year, $10M contract (second year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Knicks","• Robin Lopez","","signed unrestricted free agent to a 4-year contract / 3-year, $60M contract (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Lakers","• Brandon Bass","","signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Lakers","• Louis Williams / Lou Williams","","signed unrestricted free agent to a 3-year, $21M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Magic","• C.J. Watson","","signed unrestricted free agent to a 3-year, $15M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Mavericks","• Wesley Matthews / Wes Matthews Jr.","","signed unrestricted free agent to a 4-year, $70M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Mavericks","• Zaur Pachulia / Zaza Pachulia","• 2018 second round pick (protected top 55) (not exercised)","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Nets","• Shane Larkin","","signed unrestricted free agent to a 2-year, $3M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6950"
"2015-07-09","Nets","• Thomas Robinson","","signed unrestricted free agent to a 2-year, $3M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Nets","• Wayne Ellington","","signed unrestricted free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Nets","• Willie Reed","","signed free agent to a 1-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Pistons","• Marcus Morris• Reggie Bullock• Danny Granger","• 2020 second round pick (?-?)","trade with Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Raptors","• Cory Joseph","","signed unrestricted free agent to a 4-year, $30M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Raptors","• DeMarre Carroll","","signed unrestricted free agent to a 4-year, $60M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Raptors","• Luis Scola","","signed unrestricted free agent to a 1-year, $3M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Spurs","• LaMarcus Aldridge","","signed unrestricted free agent to a 4-year, $80M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
"2015-07-09","Spurs","• Ray McCallum Jr.","• 2016 second round pick (#59-Isaiah Cousins)","trade with Kings","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=6975"
