"","Date","Team","Acquired","Relinquished","Notes"
"795","2014-07-14","Magic","• Anthony Randolph• 2015 second round pick (more favorable of Bulls, Nuggets picks) (#51-Tyler Harvey)• 2016 second round pick (more favorable of Blazers, Bulls picks) (#47-Jake Layman)• cash","• rights to Milovan Rakovic","trade with Bulls"
"796","2014-07-14","Mavericks","• Greg Smith (a)","• rights to Tadija Dragicevic","trade with Bulls"
"797","2014-07-14","Pelicans","• Omer Asik• Omri Casspi• $1.5M cash considerations","• Alonzo Gee• Scotty Hopson• first round pick (protected top 3 and 20-30 in 2015-18, top 3 and 25-30 in 2019-20, else 2020 second round pick and 2021 second round pick) (#18-Sam Dekker)","3-team trade with Rockets, Wizards"
"798","2014-07-14","Rockets","• Trevor Ariza• Alonzo Gee• Scotty Hopson• first round pick (from Pelicans) (protected top 3 and 20-30 in 2015-18, top 3 and 25-30 in 2019-20, else 2020 second round pick and 2021 second round pick) (2015 #18-Sam Dekker)","• Omer Asik• Omri Casspi• $1.5M cash considerations","3-team trade with Pelicans, Wizards"
"799","2014-07-14","Wizards","• Melvin Ely• trade exception","• Trevor Ariza","3-team trade with Pelicans, Rockets"
"800","2014-07-15","Hawks","• Thabo Sefolosha• rights to Giorgos Printezis• cash considerations","• rights to Sofoklis Schortsanitis","trade with Thunder"
"801","2014-07-15","Thunder","• rights to Sofoklis Schortsanitis","• Thabo Sefolosha• rights to Giorgos Printezis• cash considerations","trade with Hawks"
"802","2014-07-16","Mavericks","• rights to Emir Preldzic","• DeJuan Blair","trade with Wizards"
"803","2014-07-16","Wizards","• DeJuan Blair","• rights to Emir Preldzic","trade with Mavericks"
"804","2014-07-19","Celtics","• 2015 second round pick (protected top 49 in 2015, else extinguished) (not exercised)• trade exception","• Kris Humphries","trade with Wizards"
"805","2014-07-19","Wizards","• Kris Humphries","• 2015 second round pick (protected top 49 in 2015, else extinguished) (not exercised)• trade exception","trade with Celtics"
"806","2014-07-22","Cavaliers","• John Lucas III• Malcolm Thomas (b)• Erik Murphy","• Carrick Felix• 2015 second round pick (#54-Daniel Diez)• cash","trade with Jazz"
"807","2014-07-22","Jazz","• Carrick Felix• 2015 second round pick (#54-Daniel Diez)• cash","• John Lucas III• Malcolm Thomas (b)• Erik Murphy","trade with Cavaliers"
"808","2014-08-06","Kings","• Wayne Ellington• Jeremy Tyler• removal of protection on Knicks 2016 second round pick","• Quincy Acy• Travis Outlaw","trade with Knicks"
"809","2014-08-06","Knicks","• Quincy Acy• Travis Outlaw","• Wayne Ellington• Jeremy Tyler• removal of protection on Knicks 2016 second round pick","trade with Kings"
"810","2014-08-23","76ers","• Luc Richard Mbah a Moute / Luc Mbah a Moute• Alexey Shved• first round pick (from Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-• Timothe Luwawu / Timothe Luwawu-Cabarrot)","• Thaddeus Young","3-team trade with Cavaliers, Timberwolves"
"811","2014-08-23","Cavaliers","• Kevin Love","• Andrew Wiggins• Anthony Bennett• first round pick (protected top 10 in 2015-16, unprotected in 2017) (2016 #24-• Timothe Luwawu / Timothe Luwawu-Cabarrot)• trade exception","3-team trade with 76ers, Timberwolves"
"812","2014-08-23","Timberwolves","• Andrew Wiggins• Anthony Bennett• Thaddeus Young• trade exception","• Kevin Love• Luc Richard Mbah a Moute / Luc Mbah a Moute• Alexey Shved","3-team trade with 76ers, Cavaliers"
"813","2014-08-26","76ers","• Hasheem Thabeet• cash considerations","• 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised)• trade exception","trade with Thunder"
"814","2014-08-26","Bucks","• Jared Dudley• first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","• Carlos Delfino• Miroslav Raduljica• second round pick (protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)","trade with Clippers"
"815","2014-08-26","Clippers","• Carlos Delfino• Miroslav Raduljica• second round pick (protected #51-60 in 2015, #56-60 in 2016) (2016 #55-Marcus Paige)","• Jared Dudley• first round pick (protected top 14 in 2017-19, else 2020 second round pick, 2021 second round pick) (2017 #23-Ogugua Anunoby / O.G. Anunoby)","trade with Bucks"
"816","2014-08-26","Thunder","• 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised)• trade exception","• Hasheem Thabeet• cash considerations","trade with 76ers"
"817","2014-09-17","Kings","• Alonzo Gee• Scotty Hopson• trade exception","• Jason Terry• 2015 second round pick (protected #50-60) (#36-Rakeem Christmas)• 2016 second round pick (#37-Chinanu Onuaku)","trade with Rockets"
"818","2014-09-17","Rockets","• Jason Terry• 2015 second round pick (protected #50-60) (#36-Rakeem Christmas)• 2016 second round pick (#37-Chinanu Onuaku)","• Alonzo Gee• Scotty Hopson• trade exception","trade with Kings"
"819","2014-09-25","Cavaliers","• Keith Bogans• 2015 second round pick (protected top 55) (not exercised)• 2017 second round pick (protected top 55) (not exercised)","• Dwight Powell• Erik Murphy• Malcolm Thomas (b)• John Lucas III• 2016 second round pick (#58-Abdel Nader)• 2017 second round pick (#53-Kadeem Allen)• trade exception","trade with Celtics"
"820","2014-09-25","Celtics","• Dwight Powell• Erik Murphy• Malcolm Thomas (b)• John Lucas III• 2016 second round pick (#58-Abdel Nader)• 2017 second round pick (#53-Kadeem Allen)• trade exception","• Keith Bogans• 2015 second round pick (protected top 55) (not exercised)• 2017 second round pick (protected top 55) (not exercised)","trade with Cavaliers"
"821","2014-09-27","76ers","• Keith Bogans• 2018 second round pick (#55-Arnoldas Kulboka)","• 2015 second round pick (conditional if pick is not conveyed to Celtics, protected top 50 and #56-60) (not exercised)","trade with Cavaliers"
"822","2014-09-27","Cavaliers","• 2015 second round pick (conditional if pick is not conveyed to Celtics, protected top 50 and #56-60) (not exercised)","• Keith Bogans• 2018 second round pick (#55-Arnoldas Kulboka)","trade with 76ers"
"823","2014-10-17","Celtics","• Will Bynum","• Joel Anthony","trade with Pistons"
"824","2014-10-17","Pistons","• Joel Anthony","• Will Bynum","trade with Celtics"
"825","2014-10-24","76ers","• Marquis Teague• 2019 second round pick (more favorable of Bucks, Kings picks) (?-?)","• Casper Ware","trade with Nets"
"826","2014-10-24","Nets","• Casper Ware","• Marquis Teague• 2019 second round pick (more favorable of Bucks, Kings picks) (?-?)","trade with 76ers"
"827","2014-10-27","76ers","• Travis Outlaw• 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga)• 2019 second round pick (?-?)","• Arnett Moultrie• 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson)","trade with Knicks"
"828","2014-10-27","Knicks","• Arnett Moultrie• 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson)","• Travis Outlaw• 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga)• 2019 second round pick (?-?)","trade with 76ers"
"829","2014-12-11","76ers","• Andrei Kirilenko• Jorge Gutierrez• 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas)• 2020 second round pick (?-?)• cash","• Brandon Davies• 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka)","trade with Nets"
"830","2014-12-11","Nets","• Brandon Davies• 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka)","• Andrei Kirilenko• Jorge Gutierrez• 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas)• 2020 second round pick (?-?)• cash","trade with 76ers"
"831","2014-12-18","Celtics","• Brandan Wright• Jae Crowder• Jameer Nelson• first round pick (protected top 3 and #15-30 in 2015, top 7 in 2016-20, unprotected in 2021) (2016 #16-Guerschon Yabusele)• 2016 second round pick (more favorable of Grizzlies, Mavericks picks) (#45-Demetrius Jackson)• $12.9M trade exception","• Rajon Rondo• Dwight Powell","trade with Mavericks"
"832","2014-12-18","Mavericks","• Rajon Rondo• Dwight Powell","• Brandan Wright• Jae Crowder• Jameer Nelson• first round pick (protected top 3 and #15-30 in 2015, top 7 in 2016-20, unprotected in 2021) (2016 #16-Guerschon Yabusele)• 2016 second round pick (more favorable of Grizzlies, Mavericks picks) (#45-Demetrius Jackson)• $12.9M trade exception","trade with Celtics"
"833","2014-12-19","76ers","• Ronny Turiaf• rights to Sergei Lishouk / Sergei Lishchuk• 2015 second round pick (from Rockets) (#58-J.P. Tokoto)","• Alexey Shved","3-team trade with Rockets, Timberwolves"
"834","2014-12-19","Rockets","• Corey Brewer• Alexey Shved","• Troy Daniels• rights to Sergei Lishouk / Sergei Lishchuk• 2015 second round pick (#58-J.P. Tokoto)• 2015 second round pick (protected #50-60) (#36-Rakeem Christmas)• 2016 second round pick (protected top 45) (not exercised)• cash considerations","3-team trade with 76ers, Timberwolves"
"835","2014-12-19","Timberwolves","• Troy Daniels• 2015 second round pick (protected #50-60) (from Rockets) (#36-Rakeem Christmas)• 2016 second round pick (protected top 45) (from Rockets) (not exercised)• cash considerations","• Corey Brewer• Ronny Turiaf","3-team trade with 76ers, Rockets"
"836","2014-12-24","Pistons","• Anthony Tolliver","• Tony Mitchell (b)","trade with Suns"
"837","2014-12-24","Suns","• Tony Mitchell (b)","• Anthony Tolliver","trade with Pistons"
"838","2015-01-05","Cavaliers","• J.R. Smith• Iman Shumpert• first round pick (from Thunder) (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz)","• Dion Waiters• Lou Amundson• Alex Kirk• 2019 second round pick (?-?)","3-team trade with Knicks, Thunder"
"839","2015-01-05","Knicks","• Lou Amundson• Alex Kirk• Lance Thomas• 2019 second round pick (from Cavaliers) (?-?)","• J.R. Smith• Iman Shumpert","3-team trade with Cavaliers, Thunder"
"840","2015-01-05","Thunder","• Dion Waiters","• Lance Thomas• first round pick (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz)","3-team trade with Cavaliers, Knicks"
"841","2015-01-07","Cavaliers","• Timofey Mozgov• 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer)","• first round pick (from Cavaliers, protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz)• first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles)","trade with Nuggets"
"842","2015-01-07","Nuggets","• first round pick (from Cavaliers, protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz)• first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles)","• Timofey Mozgov• 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer)","trade with Cavaliers"
"843","2015-01-07","76ers","• Jared Cunningham• rights to Cenk Akyol• cash","• rights to Sergei Lishouk / Sergei Lishchuk","trade with Clippers"
"844","2015-01-07","Clippers","• rights to Sergei Lishouk / Sergei Lishchuk","• Jared Cunningham• rights to Cenk Akyol• cash","trade with 76ers"
"845","2015-01-09","Celtics","• draft pick(s) (first round pick (protected top 12 in 2015-16, else 2016 second round pick and 2017 second round pick)) (2016 #35-Rade Zagorac) (2017 #37-Semi Ojeleye)","• Brandan Wright","trade with Suns"
"846","2015-01-09","Suns","• Brandan Wright","• draft pick(s) (first round pick (protected top 12 in 2015-16, else 2016 second round pick and 2017 second round pick)) (2016 #35-Rade Zagorac) (2017 #37-Semi Ojeleye)","trade with Celtics"
"847","2015-01-12","Celtics","• Tayshaun Prince• Austin Rivers• first round pick (from Grizzlies, at least 2 years after Grizzlies convey a first round pick to Cavaliers from prior trade) (protected top 10 in 2017, top 12 in 2018, top 8 in 2019, top 6 in 2020, unprotected in 2021) (?-?)","• Jeff Green","3-team trade with Grizzlies, Pelicans"
"848","2015-01-12","Grizzlies","• Jeff Green• Russ Smith• trade exception","• Tayshaun Prince• Quincy Pondexter• 2015 second round pick (#56-Branden Dawson)• first round pick (at least 2 years after Grizzlies convey a first round pick to Cavaliers from prior trade) (protected top 10 in 2017, top 12 in 2018, top 8 in 2019, top 6 in 2020, unprotected in 2021) (?-?)","3-team trade with Celtics, Pelicans"
"849","2015-01-12","Pelicans","• Quincy Pondexter• 2015 second round pick (from Grizzlies) (#56-Branden Dawson)","• Austin Rivers• Russ Smith","3-team trade with Celtics, Grizzlies"
"850","2015-01-13","Celtics","• Nate Robinson","• Jameer Nelson","trade with Nuggets"
"851","2015-01-13","Nuggets","• Jameer Nelson","• Nate Robinson","trade with Celtics"
"852","2015-01-15","Celtics","• Chris Douglas-Roberts• Shavlik Randolph• 2017 second round pick (from Clippers) (#56-Jabari Bird)","• Austin Rivers","3-team trade with Clippers, Suns"
"853","2015-01-15","Clippers","• Austin Rivers","• Chris Douglas-Roberts• Reggie Bullock• 2017 second round pick (#56-Jabari Bird)","3-team trade with Celtics, Suns"
"854","2015-01-15","Suns","• Reggie Bullock","• Shavlik Randolph","3-team trade with Celtics, Clippers"
"855","2015-02-10","Hawks","• first round pick (protected top 14 and conditional in 2017 if Timberwolves convey 2015 first round pick to Celtics from previous trade, protected top 14 in 2018-20, else 2020 second round pick, 2021 second round pick) (2018 #19-Kevin Huerter)","• Adreian Payne","trade with Timberwolves"
"856","2015-02-10","Hornets","• Maurice Williams / Mo Williams• Troy Daniels• cash","• Gary Neal• 2019 second round pick (?-?)","trade with Timberwolves"
"857","2015-02-10","Timberwolves","• Adreian Payne","• first round pick (protected top 14 and conditional in 2017 if Timberwolves convey 2015 first round pick to Celtics from previous trade, protected top 14 in 2018-20, else 2020 second round pick, 2021 second round pick) (2018 #19-Kevin Huerter)","trade with Hawks"
