"","Date","Team","Acquired","Relinquished","Notes","page_url"
"97","2015-02-19","Nuggets","• Will Barton• Victor Claver• Thomas Robinson• 2016 first round pick (protected top 14 in 2016-17, else 2018 second round pick (less favorable of Blazers, Kings picks) and 2019 second round pick) (#19-Malik Beasley)","• Arron Afflalo• Alonzo Gee","trade with Blazers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"98","2015-02-19","Pelicans","","• Toney Douglas","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"99","2015-02-19","Pistons","• Quincy Miller","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"100","2015-02-19","Pistons","• Tayshaun Prince","• Luigi Datome / Gigi Datome• Jonas Jerebko","trade with Celtics","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"101","2015-02-19","Rockets","• K.J. McDaniels","• Isaiah Canaan• 2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes)","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"102","2015-02-19","Rockets","• Pablo Prigioni","• Alexey Shved• 2017 second round pick (#58-Ognjen Jaramaz)• 2019 second round pick (?-?)","trade with Knicks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"103","2015-02-19","Suns","","• John Salmons","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"104","2015-02-19","Suns","• Marcus Thornton (T.)• first round pick (protected top 10 in 2016-18, unprotected in 2019) (2016 #28-Skal Labissiere)","• Isaiah Thomas","trade with Celtics","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"105","2015-02-19","Timberwolves","• Kevin Garnett","• Thaddeus Young","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"106","2015-02-19","Wizards","• Ramon Sessions","• Andre Miller","trade with Kings","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"107","2015-02-19","76ers","• first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (from Suns) (2018 #10-Mikal Bridges)","• Michael Carter-Williams","3-team trade with Bucks, Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"108","2015-02-19","Bucks","• Michael Carter-Williams• Tyler Ennis• Miles Plumlee","• Brandon Knight• Kendall Marshall","3-team trade with 76ers, Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"109","2015-02-19","Heat","• Goran Dragic• Zoran Dragic","• Danny Granger• Norris Cole (a)• Justin Hamilton (b)• Shawne Williams• first round pick (in first draft 2 years after Heat convey first round pick to Cavaliers from ealier trade, protected top 7 in 2017-18, unprotected in 2019) (2018 #16-Zhaire Smith)• 2021 first round pick (from Heat) (?-?)","3-team trade with Pelicans, Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"110","2015-02-19","Jazz","• Grant Jerrett• Kendrick Perkins• rights to Tibor Pleiss• 2017 second round pick (from Pistons) (#42-Thomas Bryant)• first round pick (from Thunder) (pick can be conveyed only 2 years after Thunder convey first round pick to 76ers from earlier trade, protected top 14 in 2017-20, else 2020 second round pick, 2021 second round pick) (2018 #20-Josh Okogie)","• Enes Kanter• Steve Novak","3-team trade with Pistons, Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"111","2015-02-19","Pelicans","• Ishmael Smith / Ish Smith• rights to Latavious Williams• 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised)• cash considerations","• 2016 second round pick (less favorable of Kings (protected top 55), Pelicans picks) (not exercised)","trade with Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=125"
"112","2015-02-19","Pelicans","• Norris Cole (a)• Justin Hamilton (b)• Shawne Williams","• John Salmons","3-team trade with Heat, Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"113","2015-02-19","Pistons","• Reggie Jackson (b)","• D.J. Augustin• Kyle Singler• 2017 second round pick (#42-Thomas Bryant)• 2019 second round pick (?-?)","3-team trade with Jazz, Thunder","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"114","2015-02-19","Suns","• Brandon Knight• Kendall Marshall","• Tyler Ennis• Miles Plumlee• first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (2018 #10-Mikal Bridges)","3-team trade with 76ers, Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"115","2015-02-19","Suns","• Danny Granger• John Salmons• first round pick (from Heat) (in first draft 2 years after Heat convey first round pick to Cavaliers from ealier trade, protected top 7 in 2017-18, unprotected in 2019) (2018 #16-Zhaire Smith)• 2021 first round pick (from Heat) (?-?)","• Goran Dragic• Zoran Dragic","3-team trade with Heat, Pelicans","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"116","2015-02-19","Thunder","• 2016 second round pick (less favorable of Kings (protected top 55), Pelicans picks) (not exercised)","• Ishmael Smith / Ish Smith• rights to Latavious Williams• 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised)• cash considerations","trade with Pelicans","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"117","2015-02-19","Thunder","• D.J. Augustin• Enes Kanter• Steve Novak• Kyle Singler• 2019 second round pick (from Pistons) (?-?)","• Reggie Jackson (b)• Kendrick Perkins• Grant Jerrett• rights to Tibor Pleiss• first round pick (pick can be conveyed only 2 years after Thunder convey first round pick to 76ers from earlier trade, protected top 14 in 2017-20, else 2020 second round pick, 2021 second round pick) (#20-Josh Okogie)","3-team trade with Jazz, Pistons","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"118","2015-02-19","Suns","","• Kendall Marshall","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"119","2015-02-19","Bucks","","• Kenyon Martin","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"120","2015-02-19","Pelicans","","• Ishmael Smith / Ish Smith","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"121","2015-02-20","Heat","• Henry Walker","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"122","2015-02-20","Kings","• David Stockton","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"123","2015-02-20","Nuggets","","• Thomas Robinson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"124","2015-02-20","Nuggets","","• Victor Claver","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"125","2015-02-20","Suns","• Earl Barron","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"126","2015-02-21","76ers","","• Malcolm Thomas (b)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"127","2015-02-21","Jazz","","• Kendrick Perkins","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"128","2015-02-21","Suns","","• John Salmons","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"129","2015-02-21","76ers","","• Andrei Kirilenko","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"130","2015-02-21","Bucks","","• Larry Sanders (b)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"131","2015-02-22","Pelicans","","• Shawne Williams","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"132","2015-02-24","76ers","","• Tim Frazier","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=150"
"133","2015-02-24","Cavaliers","• Kendrick Perkins","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"134","2015-02-24","Clippers","• Jordan Hamilton","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"135","2015-02-24","Jazz","• Bryce Cotton","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"136","2015-02-24","Jazz","• Jack Cooley","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"137","2015-02-26","Heat","• Michael Beasley","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"138","2015-03-01","76ers","","• JaVale McGee","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"139","2015-03-03","Kings","","• David Stockton","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"140","2015-03-03","Pelicans","","• Justin Hamilton (b)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"141","2015-03-04","Hawks","• Jarell Eddie","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"142","2015-03-04","Pelicans","• Elliot Williams","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"143","2015-03-05","Timberwolves","","• Glenn Robinson III","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"144","2015-03-06","Bucks","• Chris Johnson (b)","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=175"
"145","2015-03-06","Jazz","","• Jack Cooley","player became a free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"146","2015-03-06","Jazz","• Jerrelle Benimon","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"147","2015-03-07","Clippers","• Nate Robinson","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"148","2015-03-10","Lakers","• Jabari Brown","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
"149","2015-03-10","Suns","• Seth Curry","","signed free agent to a 10-day contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=200"
